OA11CD,num_prems_jan22,pct_non_USO_jan22,pct_non_GWB_jan22,pct_gig_cap_jan22,pct_fwa_cap_jan22,num_non_USO_jan22,num_non_GWB_jan22,num_gig_cap_jan22,num_fwa_cap_jan22,num_prems_sep21,pct_non_USO_sep21,pct_non_GWB_sep21,pct_gig_cap_sep21,pct_fwa_cap_sep21,num_non_USO_sep21,num_non_GWB_sep21,num_gig_cap_sep21,num_fwa_cap_sep21,num_prems_may21,pct_non_USO_may21,pct_non_GWB_may21,pct_gig_cap_may21,pct_fwa_cap_may21,num_non_USO_may21,num_non_GWB_may21,num_gig_cap_may21,num_fwa_cap_may21,num_prems_jan21,pct_non_USO_jan21,pct_non_GWB_jan21,pct_gig_cap_jan21,pct_fwa_cap_jan21,num_non_USO_jan21,num_non_GWB_jan21,num_gig_cap_jan21,num_fwa_cap_jan21,RGN11NM,LAD17NM,LSOA11CD,Ward,country
E00042042,126.0,0.0,0.0,90.5,0.0,0.0,0.0,114.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008289,Benwell & Scotswood,E
E00042050,145.0,0.0,0.0,97.9,0.0,0.0,0.0,142.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008289,Benwell & Scotswood,E
E00042053,132.0,0.0,0.0,97.7,0.0,0.0,0.0,129.0,0.0,132.0,0.0,0.0,16.7,0.0,0.0,0.0,22.0,0.0,132.0,0.0,0.0,16.7,0.0,0.0,0.0,22.0,0.0,132.0,0.0,0.0,16.7,0.0,0.0,0.0,22.0,0.0,North East,Newcastle upon Tyne,E01008289,Benwell & Scotswood,E
E00042056,121.0,0.0,0.0,46.3,0.0,0.0,0.0,56.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008289,Benwell & Scotswood,E
E00042057,141.0,0.0,9.9,87.9,0.0,0.0,14.0,124.0,0.0,141.0,0.0,9.9,6.4,0.0,0.0,14.0,9.0,0.0,141.0,0.0,9.9,6.4,0.0,0.0,14.0,9.0,0.0,141.0,0.0,5.7,6.4,0.0,0.0,8.0,9.0,0.0,North East,Newcastle upon Tyne,E01008289,Benwell & Scotswood,E
E00042043,146.0,0.0,0.0,100.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008292,Benwell & Scotswood,E
E00042048,139.0,0.0,0.0,98.6,0.0,0.0,0.0,137.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008292,Benwell & Scotswood,E
E00042049,144.0,0.0,0.0,100.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008292,Benwell & Scotswood,E
E00042051,125.0,0.0,0.0,99.2,0.0,0.0,0.0,124.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008292,Benwell & Scotswood,E
E00042044,129.0,0.0,0.0,100.0,0.0,0.0,0.0,129.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008288,Benwell & Scotswood,E
E00042052,212.0,0.0,0.0,67.9,0.0,0.0,0.0,144.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008288,Benwell & Scotswood,E
E00042054,143.0,0.0,0.0,100.0,0.0,0.0,0.0,143.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008288,Benwell & Scotswood,E
E00042055,144.0,0.0,0.0,97.9,0.0,0.0,0.0,141.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008288,Benwell & Scotswood,E
E00042058,42.0,0.0,0.0,92.9,0.0,0.0,0.0,39.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008288,Benwell & Scotswood,E
E00042045,122.0,0.0,0.0,97.5,0.0,0.0,0.0,119.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008290,Benwell & Scotswood,E
E00042059,139.0,0.0,0.0,99.3,0.0,0.0,0.0,138.0,0.0,139.0,0.0,0.0,20.9,0.0,0.0,0.0,29.0,0.0,139.0,0.0,0.0,12.9,0.0,0.0,0.0,18.0,0.0,139.0,0.0,0.0,12.9,0.0,0.0,0.0,18.0,0.0,North East,Newcastle upon Tyne,E01008290,Benwell & Scotswood,E
E00042065,195.0,0.0,0.0,67.7,0.0,0.0,0.0,132.0,0.0,195.0,0.0,0.0,67.7,0.0,0.0,0.0,132.0,0.0,195.0,0.0,0.0,50.6,0.0,0.0,0.0,99.0,0.0,201.0,0.0,0.0,48.3,0.0,0.0,0.0,97.0,0.0,North East,Newcastle upon Tyne,E01008290,Benwell & Scotswood,E
E00175597,328.0,1.8,2.4,95.1,0.0,6.0,8.0,312.0,0.0,328.0,2.1,2.4,0.0,0.0,7.0,8.0,0.0,0.0,327.0,2.7,3.0,0.0,0.0,9.0,10.0,0.0,0.0,327.0,2.7,3.4,0.0,0.0,9.0,11.0,0.0,0.0,North East,Newcastle upon Tyne,E01008290,Benwell & Scotswood,E
E00042046,153.0,0.0,0.0,87.6,0.0,0.0,0.0,134.0,0.0,153.0,0.0,0.0,74.5,0.0,0.0,0.0,114.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008291,Elswick,E
E00042047,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,2.9,0.0,0.0,0.0,5.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008291,Elswick,E
E00042061,175.0,0.0,0.0,100.0,0.0,0.0,0.0,175.0,0.0,175.0,0.0,0.0,100.0,0.0,0.0,0.0,175.0,0.0,175.0,0.0,0.0,92.0,0.0,0.0,0.0,161.0,0.0,175.0,0.0,0.0,92.0,0.0,0.0,0.0,161.0,0.0,North East,Newcastle upon Tyne,E01008291,Elswick,E
E00042062,201.0,0.0,0.0,100.0,0.0,0.0,0.0,201.0,0.0,196.0,0.0,0.0,100.0,0.0,0.0,0.0,196.0,0.0,196.0,0.0,0.0,94.9,0.0,0.0,0.0,186.0,0.0,196.0,0.0,0.0,94.9,0.0,0.0,0.0,186.0,0.0,North East,Newcastle upon Tyne,E01008291,Elswick,E
E00042064,188.0,0.0,0.0,71.3,0.0,0.0,0.0,134.0,0.0,188.0,0.0,0.0,100.0,0.0,0.0,0.0,188.0,0.0,188.0,0.0,0.0,55.9,0.0,0.0,0.0,105.0,0.0,188.0,0.0,0.0,55.9,0.0,0.0,0.0,105.0,0.0,North East,Newcastle upon Tyne,E01008291,Elswick,E
E00042066,123.0,0.0,0.0,100.0,0.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0,100.0,0.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008291,Elswick,E
E00042067,131.0,0.0,0.0,100.0,0.0,0.0,0.0,131.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008294,Kingston Park South & Newbiggin Hall,E
E00042068,124.0,0.0,0.0,100.0,0.0,0.0,0.0,124.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008294,Kingston Park South & Newbiggin Hall,E
E00042082,128.0,0.0,0.0,99.2,0.0,0.0,0.0,127.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008294,Kingston Park South & Newbiggin Hall,E
E00042083,126.0,0.0,0.0,100.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008294,Kingston Park South & Newbiggin Hall,E
E00042084,124.0,0.0,4.0,91.1,0.0,0.0,5.0,113.0,0.0,124.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,124.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,124.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,North East,Newcastle upon Tyne,E01008294,Kingston Park South & Newbiggin Hall,E
E00042069,139.0,0.0,0.0,98.6,0.0,0.0,0.0,137.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008293,Kingston Park South & Newbiggin Hall,E
E00042070,114.0,0.0,12.3,0.0,0.0,0.0,14.0,0.0,0.0,114.0,0.0,14.0,0.0,0.0,0.0,16.0,0.0,0.0,114.0,0.0,4.4,0.0,0.0,0.0,5.0,0.0,0.0,114.0,0.0,12.3,0.0,0.0,0.0,14.0,0.0,0.0,North East,Newcastle upon Tyne,E01008293,Kingston Park South & Newbiggin Hall,E
E00042071,125.0,0.0,6.4,44.0,0.0,0.0,8.0,55.0,0.0,125.0,0.0,7.2,0.0,0.0,0.0,9.0,0.0,0.0,125.0,0.0,2.4,0.0,0.0,0.0,3.0,0.0,0.0,125.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,North East,Newcastle upon Tyne,E01008293,Kingston Park South & Newbiggin Hall,E
E00042078,131.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,131.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008293,Kingston Park South & Newbiggin Hall,E
E00042092,156.0,0.0,0.0,69.2,0.0,0.0,0.0,108.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008293,Kingston Park South & Newbiggin Hall,E
E00042072,146.0,0.0,0.0,100.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0,0.0,100.0,0.0,0.0,0.0,146.0,0.0,146.0,0.0,0.0,100.0,0.0,0.0,0.0,146.0,0.0,120.0,0.0,0.0,92.3,0.0,0.0,0.0,111.0,0.0,North East,Newcastle upon Tyne,E01008295,Kenton,E
E00042073,132.0,0.0,0.0,100.0,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0,100.0,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0,100.0,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0,100.0,0.0,0.0,0.0,132.0,0.0,North East,Newcastle upon Tyne,E01008295,Kenton,E
E00042074,112.0,0.0,0.0,100.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,112.0,0.0,99.0,0.0,0.0,100.0,0.0,0.0,0.0,99.0,0.0,North East,Newcastle upon Tyne,E01008295,Kenton,E
E00042075,138.0,0.0,0.0,100.0,0.0,0.0,0.0,138.0,0.0,138.0,0.0,0.0,100.0,0.0,0.0,0.0,138.0,0.0,138.0,0.0,0.0,100.0,0.0,0.0,0.0,138.0,0.0,138.0,0.0,0.0,100.0,0.0,0.0,0.0,138.0,0.0,North East,Newcastle upon Tyne,E01008295,Kenton,E
E00042076,133.0,0.0,0.0,100.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,100.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,100.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,100.0,0.0,0.0,0.0,133.0,0.0,North East,Newcastle upon Tyne,E01008295,Kenton,E
E00042077,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,116.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,North East,Newcastle upon Tyne,E01008296,Blakelaw,E
E00042079,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008296,Blakelaw,E
E00042080,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008296,Blakelaw,E
E00042093,120.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008296,Blakelaw,E
E00042094,129.0,0.0,0.0,83.7,0.0,0.0,0.0,108.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008296,Blakelaw,E
E00042096,118.0,0.0,0.0,100.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008296,Blakelaw,E
E00042081,393.0,0.0,0.0,68.7,0.0,0.0,0.0,270.0,0.0,395.0,0.0,0.0,23.8,0.0,0.0,0.0,94.0,0.0,395.0,0.0,0.0,23.8,0.0,0.0,0.0,94.0,0.0,395.0,0.0,0.0,23.8,0.0,0.0,0.0,94.0,0.0,North East,Newcastle upon Tyne,E01008298,Blakelaw,E
E00042095,126.0,0.0,0.0,100.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008298,Blakelaw,E
E00042097,186.0,0.0,0.0,76.3,0.0,0.0,0.0,142.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008298,Blakelaw,E
E00042099,125.0,0.0,0.0,100.0,0.0,0.0,0.0,125.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008298,Blakelaw,E
E00042085,137.0,0.0,0.0,63.5,0.0,0.0,0.0,87.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008299,Blakelaw,E
E00042086,133.0,0.0,0.0,100.0,0.0,0.0,0.0,133.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008299,Blakelaw,E
E00042091,128.0,0.0,0.0,100.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008299,Blakelaw,E
E00042102,197.0,0.0,0.0,96.4,0.0,0.0,0.0,190.0,0.0,197.0,0.0,0.0,23.9,0.0,0.0,0.0,47.0,0.0,174.0,0.0,0.0,13.8,0.0,0.0,0.0,24.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008299,Blakelaw,E
E00042087,123.0,0.0,0.0,100.0,0.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0,100.0,0.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0,100.0,0.0,0.0,0.0,123.0,0.0,123.0,0.0,0.0,100.0,0.0,0.0,0.0,123.0,0.0,North East,Newcastle upon Tyne,E01008300,Blakelaw,E
E00042088,142.0,0.0,0.0,100.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,100.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,100.0,0.0,0.0,0.0,142.0,0.0,142.0,0.0,0.0,100.0,0.0,0.0,0.0,142.0,0.0,North East,Newcastle upon Tyne,E01008300,Blakelaw,E
E00042089,128.0,0.0,0.0,100.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,100.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,100.0,0.0,0.0,0.0,128.0,0.0,128.0,0.0,0.0,100.0,0.0,0.0,0.0,128.0,0.0,North East,Newcastle upon Tyne,E01008300,Blakelaw,E
E00042100,119.0,0.0,0.0,99.2,0.0,0.0,0.0,118.0,0.0,119.0,0.0,0.0,95.8,0.0,0.0,0.0,114.0,0.0,119.0,0.0,0.0,95.8,0.0,0.0,0.0,114.0,0.0,119.0,0.0,0.0,95.8,0.0,0.0,0.0,114.0,0.0,North East,Newcastle upon Tyne,E01008300,Blakelaw,E
E00042104,302.0,0.0,0.0,94.4,0.0,0.0,0.0,285.0,0.0,294.0,0.0,0.0,37.8,0.0,0.0,0.0,111.0,0.0,286.0,0.0,6.6,38.6,0.0,0.0,19.0,110.0,0.0,286.0,0.0,6.6,38.6,0.0,0.0,19.0,110.0,0.0,North East,Newcastle upon Tyne,E01008300,Blakelaw,E
E00042090,136.0,0.0,0.0,100.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0,0.0,100.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0,0.0,100.0,0.0,0.0,0.0,136.0,0.0,136.0,0.0,0.0,100.0,0.0,0.0,0.0,136.0,0.0,North East,Newcastle upon Tyne,E01008297,Blakelaw,E
E00042101,314.0,0.0,1.9,97.5,0.0,0.0,6.0,306.0,0.0,289.0,0.0,2.4,22.8,0.0,0.0,7.0,66.0,0.0,275.0,0.0,20.3,23.9,0.0,0.0,56.0,66.0,0.0,273.0,0.0,22.6,24.1,0.0,0.0,62.0,66.0,0.0,North East,Newcastle upon Tyne,E01008297,Blakelaw,E
E00042103,184.0,0.0,5.4,84.2,0.0,0.0,10.0,155.0,0.0,184.0,0.0,5.4,0.0,0.0,0.0,10.0,0.0,0.0,184.0,0.0,5.4,0.0,0.0,0.0,10.0,0.0,0.0,184.0,0.0,5.4,0.0,0.0,0.0,10.0,0.0,0.0,North East,Newcastle upon Tyne,E01008297,Blakelaw,E
E00042106,122.0,0.0,0.0,100.0,0.0,0.0,0.0,122.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008297,Blakelaw,E
E00175592,229.0,0.0,0.0,80.8,0.0,0.0,0.0,185.0,0.0,229.0,0.0,0.0,57.6,0.0,0.0,0.0,132.0,0.0,229.0,0.0,0.0,57.6,0.0,0.0,0.0,132.0,0.0,229.0,0.0,0.0,57.6,0.0,0.0,0.0,132.0,0.0,North East,Newcastle upon Tyne,E01008297,Blakelaw,E
E00042107,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008305,Byker,E
E00042108,170.0,0.0,0.0,18.6,0.0,0.0,0.0,32.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008305,Byker,E
E00042113,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008305,Byker,E
E00042118,144.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,144.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008305,Byker,E
E00042135,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,North East,Newcastle upon Tyne,E01008305,Byker,E
E00175550,146.0,0.0,9.6,73.3,0.0,0.0,14.0,107.0,0.0,146.0,0.0,9.6,73.3,0.0,0.0,14.0,107.0,0.0,146.0,0.0,9.6,73.3,0.0,0.0,14.0,107.0,0.0,146.0,0.0,9.6,73.3,0.0,0.0,14.0,107.0,0.0,North East,Newcastle upon Tyne,E01008305,Byker,E
E00175562,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008305,Byker,E
E00042109,171.0,0.0,0.0,100.0,0.0,0.0,0.0,171.0,0.0,171.0,0.0,0.0,95.9,0.0,0.0,0.0,164.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008302,Byker,E
E00042116,157.0,0.0,0.0,91.1,0.0,0.0,0.0,143.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008302,Byker,E
E00042130,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008302,Byker,E
E00042137,154.0,0.0,7.1,60.4,0.0,0.0,11.0,93.0,0.0,154.0,0.0,13.0,60.4,0.0,0.0,20.0,93.0,0.0,154.0,0.0,13.0,0.0,0.0,0.0,20.0,0.0,0.0,154.0,0.0,13.0,0.0,0.0,0.0,20.0,0.0,0.0,North East,Newcastle upon Tyne,E01008302,Byker,E
E00042138,129.0,0.0,0.0,24.8,0.0,0.0,0.0,32.0,0.0,128.0,0.0,0.0,24.8,0.0,0.0,0.0,32.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North East,Newcastle upon Tyne,E01008302,Byker,E
